Use Case Type;Packet Loss Budget;Latency Budget (ns);Jitter Budget (ns);Data Rate Budget (Gbps);Required Mobility;Required Connectivity;Slice Available Transfer Rate (Gbps);Slice Latency (ns);Slice Packet Loss;Slice Jitter (ns);Slice Type;Slice Handover
Smart Home;0.0;0;0;0;no;yes;5812.628091711612;1976555.4217106227;0.0005120502308576354;2391893.2278099726;umMTC;no
3D/UHD Video;1,00E-05;0;0;1000;no;no;3823.9551581440874;2177507.0972673087;0.00023443585853956096;1552984.1767134066;feMBB;yes
Motion control;1,00E-06;1000;1000000;0;no;no;3218.853642099926;2819026.822147969;0.0006349142766335137;1595484.2018188154;ERLLC;yes
Smart City;0.0;0;0;0;no;yes;6424.763263334315;764836.4559709225;0.0007527346341789211;1427208.4439791227;umMTC;no
VR/AR;1,00E-05;0;0;1000;no;no;4015.0663758896985;2123635.0758631662;0.0006718074032850502;1405913.6503562327;feMBB;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;6851.461767978439;3094171.4884936656;0.0004160803032876228;1494447.6139778707;mURLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;6830.916520932157;3062660.3542830134;0.0007700676640917193;3154069.9810923506;ERLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;4205.994388351497;2061590.2564481294;0.00037201850358039993;1926217.7049809876;MBRLLC;yes
Smart City;0.0;0;0;0;no;yes;6780.8901798817715;1606050.9695606644;0.0003362259736498479;1471547.1485833363;umMTC;no
VR/AR;1,00E-05;0;0;1000;no;no;4351.689586910351;1820329.9910117395;0.0007382633400855708;2640333.832822723;feMBB;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;4886.5284623084535;1343464.7387124002;0.0004407474961065671;1982917.860272059;mURLLC;yes
Smart Home;0.0;0;0;0;no;yes;5823.394370166093;1705718.757963225;0.0005265114554053306;2720613.698380082;umMTC;no
VR/AR;1,00E-05;0;0;1000;no;no;8399.154122926397;2052188.9694776426;0.0006691041940311967;2331589.1414129315;feMBB;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;6568.505094117135;2313720.399386791;0.0003167540806360716;2091477.6765942457;feMBB;yes
VR/AR;1,00E-05;0;0;1000;no;no;4904.193709643603;2568934.4434722825;0.00041094052675875895;2199636.434355752;feMBB;yes
Servo motors;1,00E-07;100;1000;0;no;no;5172.653376556012;1926269.9121904885;0.00040205261204306214;2252385.0432093847;ERLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;2362.2264658737445;1876968.6854263365;0.00046115430403784077;1150881.130977749;MBRLLC;yes
Smart Home;0.0;0;0;0;no;yes;6675.0017012517455;2584289.9206981054;0.00038159114216837064;2078903.7090352555;umMTC;no
V2X;1,00E-09;1000000;0;0;yes;no;6495.91168671728;1771257.7123602903;0.0005619837679222253;2187437.956193475;MBRLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;5472.939928566747;2465801.9790186463;0.0005598771171825011;2272761.15493923;MBRLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;6196.640606871522;898747.9311374535;0.0005002041436615526;1674486.9658739709;feMBB;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;1625.5248635797498;2311387.942009119;0.0005381421723227743;2804367.296761214;MBRLLC;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;3197.7375998653224;3408804.5339905405;0.00039088635177735633;2150613.7539062556;mURLLC;yes
Smart City;0.0;0;0;0;no;yes;8002.655778717868;1382339.9854802713;0.0005035239913809356;1724569.5506204779;umMTC;no
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;4570.997400501489;2955402.1112455134;0.00021914746579236328;2268966.953093075;mURLLC;yes
Smart City;0.0;0;0;0;no;yes;6262.762040238145;2462627.72860361;0.0006650003066425214;2694009.7047824045;umMTC;no
Delivery drones;1,00E-06;1000000;0;0;yes;no;3756.2251704982323;2583080.984032868;0.0004065189739103801;1515035.2137540402;MBRLLC;yes
Smart City;0.0;0;0;0;no;yes;4263.6275857072915;2446377.622046547;0.0004136634952789138;1427603.8245305475;umMTC;no
Servo motors;1,00E-07;100;1000;0;no;no;8091.328854423696;1576506.6073511976;0.0003442262346742771;2544764.561700485;ERLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;4738.106543659161;1131017.4734591614;0.0005233406426927926;2642593.119201008;feMBB;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;5873.012864217644;2316326.2019287683;0.0004110331065402918;1927671.6272604077;mURLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;5217.904576530949;1918138.4757141278;0.000604932229819882;1875359.5681625148;ERLLC;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;5411.154219008842;1071930.8678460564;0.00032502318518508224;2592729.5954658035;mURLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;5354.176621481773;1697391.3870395229;0.0005230276092985487;1468582.3651121496;feMBB;yes
Motion control;1,00E-06;1000;1000000;0;no;no;1704.8241500468935;1297342.0076955347;0.0005709384727013777;409260.1284501215;ERLLC;yes
Smart City;0.0;0;0;0;no;yes;5795.530266952642;3278551.1745640216;0.0006328121908155775;2074744.074940975;umMTC;no
Delivery drones;1,00E-06;1000000;0;0;yes;no;4104.540612422755;2561202.43089063;0.0006111222748586016;2075272.4544015499;MBRLLC;yes
Motion control;1,00E-06;1000;1000000;0;no;no;7966.14869257453;1348059.8960585666;0.00034883729393190416;2621679.259405921;ERLLC;yes
Motion control;1,00E-06;1000;1000000;0;no;no;3712.8950338869263;2334313.16576621;0.0005113281768164366;2535038.2032502526;ERLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;4214.576344363529;1227670.8565431952;0.0004826425735109122;3109835.717292547;MBRLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;9076.948973601353;788012.1422197376;0.0003253829069086209;2177471.2612275677;feMBB;yes
Servo motors;1,00E-07;100;1000;0;no;no;6206.054224810871;1534399.3788856817;0.0004955620194474992;3474405.0837433506;ERLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;3361.6322239068695;1899571.708190999;0.00026765838980522395;2780785.438939512;ERLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;5294.489197093859;2255076.6694568535;0.0005392072162574426;2074144.0962521012;ERLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;2966.7131797484553;2579911.5729269832;0.0007009933061916904;2712620.7528464813;ERLLC;yes
Motion control;1,00E-06;1000;1000000;0;no;no;5429.768225771542;1761406.3046123604;0.0006664567978863791;1405065.2385143032;ERLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;3660.0033252904395;2449145.680121197;0.0005652250227494324;1814610.3504334178;ERLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;8108.26996753979;934962.3799170058;0.0005430857674154202;1900054.4800435973;feMBB;yes
Smart Home;0.0;0;0;0;no;yes;5701.903975807202;2977442.569629888;0.00048087177367943287;1873913.5268807453;umMTC;no
VR/AR;1,00E-05;0;0;1000;no;no;5879.665713831307;958220.4639553912;0.0008600727003005679;2569104.7554685567;feMBB;yes
Servo motors;1,00E-07;100;1000;0;no;no;6583.260586238668;1670758.4750491346;0.0004643341584864078;2735504.5573228323;ERLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;6769.694974808599;1530393.3324862118;0.000280552198201822;2522453.8632971905;MBRLLC;yes
Smart Home;0.0;0;0;0;no;yes;3852.164954574644;1041832.5347097632;0.0006271617556764191;1582520.8610307383;umMTC;no
Delivery drones;1,00E-06;1000000;0;0;yes;no;5158.765400303404;2220740.4141216907;0.0005768380580890558;2453073.359023247;MBRLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;4258.109074679216;3138056.9540387;0.0003159802653471892;2809138.756985073;MBRLLC;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;8490.272814241223;790705.8567126107;0.00043383934922199696;2484012.6983107976;mURLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;1192.1058409923212;471871.1165584554;0.0005281773753317225;1059577.60123049;MBRLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;4042.079157075715;1416821.8361259133;0.0004058962467357787;1354657.3276101989;ERLLC;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;4867.2443017234355;1843196.280232031;0.0006529199677139369;2372364.7707346505;mURLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;5228.703685853567;2511141.2271698723;0.00037033444257085046;2775616.693996035;MBRLLC;yes
Motion control;1,00E-06;1000;1000000;0;no;no;5194.6785821561225;1680032.344793141;0.00045810197549320714;1347801.1532683554;ERLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;4923.58792157344;771122.1393873473;0.0004297966156215227;1996642.6256608644;MBRLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;4729.830427681783;2855406.7643564125;0.0005750966794261732;2029490.2464603225;feMBB;yes
VR/AR;1,00E-05;0;0;1000;no;no;5402.621398107806;1390201.5818017789;0.0006054443336059946;1328533.8262084678;feMBB;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;5769.594748684253;2420381.4001446078;0.0005748428716798045;2188656.2332120016;MBRLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;7984.716344446977;1241201.90272851;0.00019220289080583582;2262592.0713150976;MBRLLC;yes
Smart City;0.0;0;0;0;no;yes;7969.970195867703;1877749.6696874343;0.0005271916147289385;2113527.4522356996;umMTC;no
V2X;1,00E-09;1000000;0;0;yes;no;5502.111267361963;2237178.14145233;0.0005795458615047023;2664932.671560183;MBRLLC;yes
Smart City;0.0;0;0;0;no;yes;4175.006579464372;1429256.7510795859;0.000598704652771058;1973451.9168193156;umMTC;no
V2X;1,00E-09;1000000;0;0;yes;no;4291.592129735565;2283244.6121514784;0.00047042106055812926;2471845.1171693257;MBRLLC;yes
Motion control;1,00E-06;1000;1000000;0;no;no;2810.566239292184;1760960.825406129;0.0005039294581815056;2286228.0217859535;ERLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;6589.0651858772435;1695576.911738673;0.0004052249887038826;2441069.1285426063;feMBB;yes
V2X;1,00E-09;1000000;0;0;yes;no;4925.949657280868;3005719.480064947;0.000712994166482128;1688322.5098681161;MBRLLC;yes
Smart City;0.0;0;0;0;no;yes;5729.196443387568;2236679.2214267305;0.00027642010502290876;2357803.7196777915;umMTC;no
Delivery drones;1,00E-06;1000000;0;0;yes;no;5556.689904083706;2325775.9957700856;0.0005752745686792215;2775990.5045035193;MBRLLC;yes
Motion control;1,00E-06;1000;1000000;0;no;no;3837.9155853987972;2491005.102070896;0.0003341423417830725;2625272.998823544;ERLLC;yes
Motion control;1,00E-06;1000;1000000;0;no;no;3632.1666028810287;2383912.240849409;0.0004200716607041775;2820083.912771055;ERLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;4245.721330459383;2237816.627505015;0.0004934446203279549;2128720.002612411;MBRLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;5809.9629236071105;2826981.0187157476;0.00016902747042645;3068361.351524881;feMBB;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;4865.927341042981;1375125.5882853242;0.00026780519745519654;1810627.6929471702;mURLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;2058.610344529323;2098773.451131955;0.00023311613668329913;1833298.7959541394;feMBB;yes
VR/AR;1,00E-05;0;0;1000;no;no;3293.760639031038;1793514.0629767836;0.0005710000894822214;3169932.658510575;feMBB;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;4554.924821754795;2094032.3611981994;0.0006705946220830357;2311490.5889527304;feMBB;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;4949.821121010114;1534414.318011456;0.0002340166546430837;2608859.9969245684;mURLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;5859.546363380669;918216.5421832723;0.00047033839123865697;857898.2096798224;feMBB;yes
Smart City;0.0;0;0;0;no;yes;5065.928404889376;2533410.0319988863;0.0005457550490509546;2243184.801046185;umMTC;no
Smart Home;0.0;0;0;0;no;yes;4396.039938072231;3608481.1152342325;0.000545055158845477;2186263.292902014;umMTC;no
Smart Home;0.0;0;0;0;no;yes;4338.755636117138;2717489.340318259;0.0008347681780449698;2386641.7344374736;umMTC;no
VR/AR;1,00E-05;0;0;1000;no;no;5336.237329315265;2578155.604292525;0.0005255976374029845;2371131.1429063156;feMBB;yes
Servo motors;1,00E-07;100;1000;0;no;no;5697.17860587424;2170056.1620155415;0.0003453222416511133;1776040.4832097227;ERLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;4450.883836787302;1896740.6701088645;0.0006247936871956788;3633755.661261271;feMBB;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;3204.5228005245044;1936309.0526960813;0.0007652100229140448;1476540.3389729087;MBRLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;4836.174087189923;1927932.2744541368;0.00028304829766298946;1843295.1443980597;MBRLLC;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;3917.505678266196;1568089.7818427056;0.0005890231837372699;2626334.758376174;mURLLC;yes
Motion control;1,00E-06;1000;1000000;0;no;no;5479.752568877558;896786.972955992;0.0005047533699091091;1330137.0690516308;ERLLC;yes
Smart City;0.0;0;0;0;no;yes;7468.1660199268845;2132558.8102273624;0.00034118512388731895;1968582.3205102761;umMTC;no
3D/UHD Video;1,00E-05;0;0;1000;no;no;2748.1181658390315;1814235.777585421;0.00039358050942294;2523898.760273399;feMBB;yes
VR/AR;1,00E-05;0;0;1000;no;no;6918.1360450447555;2759516.6075139116;0.0007652712321849473;1697587.2561406528;feMBB;yes
Smart City;0.0;0;0;0;no;yes;5782.1544824802;2492968.771834693;0.0006287706701540562;1555425.2861537994;umMTC;no
3D/UHD Video;1,00E-05;0;0;1000;no;no;6838.384044437452;645636.9743770538;0.0005708600150723664;2298219.6276823487;feMBB;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;4274.331951630593;3142511.577845124;0.0002513503588483056;2118475.3592032213;MBRLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;2590.6948147116327;1655986.7045395402;0.0006123770018812031;1596120.4547566273;MBRLLC;yes
Smart City;0.0;0;0;0;no;yes;5299.962998566998;1759311.499058135;0.0006860494381130454;2106535.701353386;umMTC;no
Smart Home;0.0;0;0;0;no;yes;7333.075480076361;881846.1094807629;0.0002723536405570345;1998321.2941407575;umMTC;no
VR/AR;1,00E-05;0;0;1000;no;no;3233.1407257997807;2177667.521983441;0.0005036249192570103;2668283.678312046;feMBB;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;3483.464743459722;2274111.757035651;0.0006680240948978242;1367951.4752671085;mURLLC;yes
Smart Home;0.0;0;0;0;no;yes;5979.066616590955;3142630.454696141;0.0006455512833691214;1454001.8625203907;umMTC;no
Motion control;1,00E-06;1000;1000000;0;no;no;4146.907219026793;2567319.4842745494;0.0006066617850950178;1846539.425603147;ERLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;7777.030724140014;1664202.715464769;0.0005073991538498189;1829823.9471549778;ERLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;6087.184159266412;818111.5414917329;0.0006809436642720288;2641826.409867218;feMBB;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;3801.9143439053837;1615914.0744961805;0.0005268767978971241;2109917.175363604;MBRLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;4059.516858488141;2695960.08383573;0.0005920862857706807;2444963.9451670134;feMBB;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;4125.410494739648;1735025.5346552976;0.0005572149536969656;2962824.091067367;mURLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;4928.973226248062;1270716.4426185405;0.00032280840985996455;1466893.753076229;MBRLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;5507.868173242347;2112795.4736551987;0.0003463954695977553;2969614.887325834;MBRLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;5386.179510945824;1776963.8757997118;0.00025800012946119966;2022591.099495732;feMBB;yes
V2X;1,00E-09;1000000;0;0;yes;no;3126.1804358240925;1695686.958807228;0.00043627175995270944;468890.4002673228;MBRLLC;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;6503.475728951231;1501123.74648221;0.0006353078679400465;2160880.9954474526;mURLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;4517.0799012035895;2072667.6306080837;0.0005564951618073191;1080521.1973389313;ERLLC;yes
Smart Home;0.0;0;0;0;no;yes;3454.7619088535585;2683794.689590032;0.0004945851806024963;1122955.9243618492;umMTC;no
Smart Home;0.0;0;0;0;no;yes;4228.835239990373;2342804.589638017;0.0007264821078592305;1339785.6348724677;umMTC;no
Delivery drones;1,00E-06;1000000;0;0;yes;no;6690.843952441263;715127.2220180025;0.000449451609983232;1954106.0002558664;MBRLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;5317.673824886403;3034064.928338934;0.0005931530245431993;1169176.5697662812;feMBB;yes
VR/AR;1,00E-05;0;0;1000;no;no;5463.056294594486;2500949.0080339382;0.0004431798045272068;2846954.78746872;feMBB;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;3050.714818523924;2202583.0900674867;0.00025043276290246866;2747974.2871766165;mURLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;5220.866562068527;2282979.1030419637;0.0003745754319359611;3735910.508675343;ERLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;6662.88669447763;2389735.406161455;0.0003701380851869656;1948618.0715621822;feMBB;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;1995.8340286197013;2259456.461412032;0.0002630826938973375;1681458.4078791037;mURLLC;yes
Motion control;1,00E-06;1000;1000000;0;no;no;4352.315421299055;1359130.9927881514;0.00047464357224105463;2146347.2329944773;ERLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;6039.031159398748;2338353.61344272;0.0003763185286049473;2579007.9751078216;MBRLLC;yes
Motion control;1,00E-06;1000;1000000;0;no;no;5264.213991771415;2108658.3535102424;0.0007495832328554401;2863962.415781571;ERLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;3302.6614919559734;2278623.9974000053;0.00046095722714940737;1598455.1601307825;MBRLLC;yes
V2X;1,00E-09;1000000;0;0;yes;no;5664.205061745259;1576135.2489794116;0.0003604893919801566;2673203.3230927447;MBRLLC;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;3055.0094791213123;2727794.452329211;0.00031867699652924177;2669359.7922815657;mURLLC;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;3554.7328672137855;1626104.3487305853;0.0003130542935805219;3974308.3506130795;mURLLC;yes
Smart City;0.0;0;0;0;no;yes;3729.6973537804843;1967845.9755930712;0.0006462724919849379;2944584.129557918;umMTC;no
V2X;1,00E-09;1000000;0;0;yes;no;7572.556351483592;1661446.864321943;0.0006608435116721821;3252212.440340436;MBRLLC;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;2217.928230165086;1334955.7325905384;0.0001671615477028794;3328293.2575740824;mURLLC;yes
VR/AR;1,00E-05;0;0;1000;no;no;2340.940274880421;2477109.4895586213;0.0008605037044203476;1561506.7882720612;feMBB;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;5472.65564603717;1666002.4456161233;0.0005128268572538249;1493425.1873065247;MBRLLC;yes
Motion control;1,00E-06;1000;1000000;0;no;no;5175.154010530012;2097537.1522779036;0.0006703713407206921;2667399.5778184403;ERLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;4217.355625725088;1073457.4983978928;0.00036625888784049346;1763479.6198733202;MBRLLC;yes
Smart Home;0.0;0;0;0;no;yes;5023.539681277792;788092.0938127153;0.0003359583059756461;2523820.578754726;umMTC;no
Smart City;0.0;0;0;0;no;yes;3226.443917642385;3153614.0938380365;0.0004586051447983726;1953792.146548513;umMTC;no
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;5154.028999457783;3057629.355973587;0.0005625320541512089;2276515.733157957;mURLLC;yes
Servo motors;1,00E-07;100;1000;0;no;no;5349.780922166818;1597064.1482165346;0.0005364924201696777;2224411.4244082645;ERLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;7024.797747155924;2303709.2676961226;0.0006949015312389953;2485087.2381698797;feMBB;yes
Smart City;0.0;0;0;0;no;yes;8178.982405390514;1702743.5856302008;0.00020526442103764423;1214375.8020220166;umMTC;no
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;4554.518160632368;2444997.647532213;0.0006511798979246315;1145978.1685322733;mURLLC;yes
Motion control;1,00E-06;1000;1000000;0;no;no;2878.5243851071;1278822.2257579481;0.000585650914877055;1938667.2287160077;ERLLC;yes
Remote health monitoring;1,00E-05;1000000;0;0;no;yes;5642.05979666074;1215030.4118059035;0.0005520221621698918;2079548.3780532384;mURLLC;yes
3D/UHD Video;1,00E-05;0;0;1000;no;no;4777.51100760438;2014427.632190345;0.0002754872933671438;3118793.2519853944;feMBB;yes
Motion control;1,00E-06;1000;1000000;0;no;no;4703.71930168685;2254871.99760519;0.0003669216314418224;2288196.390520153;ERLLC;yes
Delivery drones;1,00E-06;1000000;0;0;yes;no;2315.646088361581;1534520.3616723462;0.0006063142290073144;2162581.1138314838;MBRLLC;yes
Motion control;1,00E-06;1000;1000000;0;no;no;5164.842802191386;1130320.8773590703;9.0644878313116e-05;1833457.0418496588;ERLLC;yes
